Instrument,SessionContext,TotalBars,State,RunLength,SurvivalCount,ExitCount,HazardProbability
ES,ETH,1200,Unresolved,32,5,0,0.00
ES,ETH,1200,Unresolved,33,5,0,0.00
ES,ETH,1200,Unresolved,34,5,0,0.00
ES,ETH,1200,Unresolved,35,5,1,20.00
ES,ETH,1200,Unresolved,36,4,0,0.00
ES,ETH,1200,Unresolved,37,4,0,0.00
ES,ETH,1200,Unresolved,38,4,0,0.00
ES,ETH,1200,Unresolved,39,4,1,25.00
ES,ETH,1200,Unresolved,40,3,0,0.00
ES,ETH,1200,Unresolved,41,3,1,33.33
ES,ETH,1200,Unresolved,42,2,0,0.00
ES,ETH,1200,Unresolved,43,2,0,0.00
ES,ETH,1200,Unresolved,44,2,0,0.00
ES,ETH,1200,Unresolved,45,2,0,0.00
ES,ETH,1200,Unresolved,46,2,0,0.00
ES,ETH,1200,Unresolved,47,2,0,0.00
ES,ETH,1200,Unresolved,48,2,0,0.00
ES,ETH,1200,Unresolved,49,2,0,0.00
ES,ETH,1200,Unresolved,50,2,0,0.00
ES,ETH,1200,Unresolved,51,2,0,0.00
ES,ETH,1200,Unresolved,52,2,1,50.00
ES,ETH,1200,Unresolved,53,1,0,0.00
ES,ETH,1200,Unresolved,54,1,1,100.00
ES,ETH,1200,Degrading,3,22,10,45.45
ES,ETH,1200,Degrading,4,12,4,33.33
ES,ETH,1200,Degrading,5,8,2,25.00
ES,ETH,1200,Balance,4,4,1,25.00
ES,ETH,1200,Balance,5,3,2,66.67
ES,ETH,1200,Balance,6,1,0,0.00
ES,ETH,1200,Balance,7,1,1,100.00
ES,ETH,1200,Degrading,6,6,4,66.67
ES,ETH,1200,Directional,8,1,1,100.00
ES,ETH,1200,Degrading,7,2,1,50.00
ES,ETH,1200,Degrading,8,1,1,100.00
ES,ETH,1250,Unknown,1,1,0,0.00
ES,ETH,1250,Unknown,2,1,0,0.00
ES,ETH,1250,Unknown,3,1,0,0.00
ES,ETH,1250,Unknown,4,1,0,0.00
ES,ETH,1250,Unknown,5,1,1,100.00
ES,ETH,1250,Unresolved,1,132,41,31.06
ES,ETH,1250,Unresolved,2,91,20,21.98
ES,ETH,1250,Unresolved,3,71,8,11.27
ES,ETH,1250,Unresolved,4,63,10,15.87
ES,ETH,1250,Unresolved,5,53,11,20.75
ES,ETH,1250,Unresolved,6,42,7,16.67
ES,ETH,1250,Unresolved,7,35,5,14.29
ES,ETH,1250,Unresolved,8,30,5,16.67
ES,ETH,1250,Unresolved,9,25,5,20.00
ES,ETH,1250,Directional,1,32,14,43.75
ES,ETH,1250,Directional,2,18,6,33.33
ES,ETH,1250,Directional,3,12,4,33.33
ES,ETH,1250,Directional,4,8,4,50.00
ES,ETH,1250,Directional,5,4,2,50.00
ES,ETH,1250,Directional,6,2,0,0.00
ES,ETH,1250,Directional,7,2,1,50.00
ES,ETH,1250,Degrading,1,94,54,57.45
ES,ETH,1250,Degrading,2,40,18,45.00
ES,ETH,1250,Balance,1,72,45,62.50
ES,ETH,1250,Balance,2,27,18,66.67
ES,ETH,1250,Balance,3,9,5,55.56
ES,ETH,1250,Unresolved,10,20,0,0.00
ES,ETH,1250,Unresolved,11,20,2,10.00
ES,ETH,1250,Unresolved,12,18,2,11.11
ES,ETH,1250,Unresolved,13,16,1,6.25
ES,ETH,1250,Unresolved,14,15,0,0.00
ES,ETH,1250,Unresolved,15,15,1,6.67
ES,ETH,1250,Unresolved,16,14,1,7.14
ES,ETH,1250,Unresolved,17,13,0,0.00
ES,ETH,1250,Unresolved,18,13,1,7.69
ES,ETH,1250,Unresolved,19,12,1,8.33
ES,ETH,1250,Unresolved,20,11,1,9.09
ES,ETH,1250,Unresolved,21,10,2,20.00
ES,ETH,1250,Unresolved,22,8,0,0.00
ES,ETH,1250,Unresolved,23,8,0,0.00
ES,ETH,1250,Unresolved,24,8,0,0.00
ES,ETH,1250,Unresolved,25,8,1,12.50
ES,ETH,1250,Unresolved,26,7,0,0.00
ES,ETH,1250,Unresolved,27,7,0,0.00
ES,ETH,1250,Unresolved,28,7,0,0.00
ES,ETH,1250,Unresolved,29,7,0,0.00
ES,ETH,1250,Unresolved,30,7,1,14.29
ES,ETH,1250,Unresolved,31,6,0,0.00
ES,ETH,1250,Unresolved,32,6,0,0.00
ES,ETH,1250,Unresolved,33,6,0,0.00
ES,ETH,1250,Unresolved,34,6,0,0.00
ES,ETH,1250,Unresolved,35,6,1,16.67
ES,ETH,1250,Unresolved,36,5,1,20.00
ES,ETH,1250,Unresolved,37,4,0,0.00
ES,ETH,1250,Unresolved,38,4,0,0.00
ES,ETH,1250,Unresolved,39,4,1,25.00
ES,ETH,1250,Unresolved,40,3,0,0.00
ES,ETH,1250,Unresolved,41,3,1,33.33
ES,ETH,1250,Unresolved,42,2,0,0.00
ES,ETH,1250,Unresolved,43,2,0,0.00
ES,ETH,1250,Unresolved,44,2,0,0.00
ES,ETH,1250,Unresolved,45,2,0,0.00
ES,ETH,1250,Unresolved,46,2,0,0.00
ES,ETH,1250,Unresolved,47,2,0,0.00
ES,ETH,1250,Unresolved,48,2,0,0.00
ES,ETH,1250,Unresolved,49,2,0,0.00
ES,ETH,1250,Unresolved,50,2,0,0.00
ES,ETH,1250,Unresolved,51,2,0,0.00
ES,ETH,1250,Unresolved,52,2,1,50.00
ES,ETH,1250,Unresolved,53,1,0,0.00
ES,ETH,1250,Unresolved,54,1,1,100.00
ES,ETH,1250,Degrading,3,22,10,45.45
ES,ETH,1250,Degrading,4,12,4,33.33
ES,ETH,1250,Degrading,5,8,2,25.00
ES,ETH,1250,Balance,4,4,1,25.00
ES,ETH,1250,Balance,5,3,2,66.67
ES,ETH,1250,Balance,6,1,0,0.00
ES,ETH,1250,Balance,7,1,1,100.00
ES,ETH,1250,Degrading,6,6,4,66.67
ES,ETH,1250,Directional,8,1,1,100.00
ES,ETH,1250,Degrading,7,2,1,50.00
ES,ETH,1250,Degrading,8,1,1,100.00
ES,ETH,1300,Unknown,1,1,0,0.00
ES,ETH,1300,Unknown,2,1,0,0.00
ES,ETH,1300,Unknown,3,1,0,0.00
ES,ETH,1300,Unknown,4,1,0,0.00
ES,ETH,1300,Unknown,5,1,1,100.00
ES,ETH,1300,Unresolved,1,138,44,31.88
ES,ETH,1300,Unresolved,2,94,20,21.28
ES,ETH,1300,Unresolved,3,74,9,12.16
ES,ETH,1300,Unresolved,4,65,10,15.38
ES,ETH,1300,Unresolved,5,55,11,20.00
ES,ETH,1300,Unresolved,6,44,7,15.91
ES,ETH,1300,Unresolved,7,37,5,13.51
ES,ETH,1300,Unresolved,8,32,5,15.63
ES,ETH,1300,Unresolved,9,27,5,18.52
ES,ETH,1300,Directional,1,34,16,47.06
ES,ETH,1300,Directional,2,18,6,33.33
ES,ETH,1300,Directional,3,12,4,33.33
ES,ETH,1300,Directional,4,8,4,50.00
ES,ETH,1300,Directional,5,4,2,50.00
ES,ETH,1300,Directional,6,2,0,0.00
ES,ETH,1300,Directional,7,2,1,50.00
ES,ETH,1300,Degrading,1,97,55,56.70
ES,ETH,1300,Degrading,2,42,19,45.24
ES,ETH,1300,Balance,1,74,45,60.81
ES,ETH,1300,Balance,2,29,18,62.07
ES,ETH,1300,Balance,3,11,7,63.64
ES,ETH,1300,Unresolved,10,22,0,0.00
ES,ETH,1300,Unresolved,11,22,2,9.09
ES,ETH,1300,Unresolved,12,20,2,10.00
ES,ETH,1300,Unresolved,13,17,1,5.88
ES,ETH,1300,Unresolved,14,16,0,0.00
ES,ETH,1300,Unresolved,15,16,1,6.25
ES,ETH,1300,Unresolved,16,15,1,6.67
ES,ETH,1300,Unresolved,17,14,1,7.14
ES,ETH,1300,Unresolved,18,13,1,7.69
ES,ETH,1300,Unresolved,19,12,1,8.33
ES,ETH,1300,Unresolved,20,11,1,9.09
ES,ETH,1300,Unresolved,21,10,2,20.00
ES,ETH,1300,Unresolved,22,8,0,0.00
ES,ETH,1300,Unresolved,23,8,0,0.00
ES,ETH,1300,Unresolved,24,8,0,0.00
ES,ETH,1300,Unresolved,25,8,1,12.50
ES,ETH,1300,Unresolved,26,7,0,0.00
ES,ETH,1300,Unresolved,27,7,0,0.00
ES,ETH,1300,Unresolved,28,7,0,0.00
ES,ETH,1300,Unresolved,29,7,0,0.00
ES,ETH,1300,Unresolved,30,7,1,14.29
ES,ETH,1300,Unresolved,31,6,0,0.00
ES,ETH,1300,Unresolved,32,6,0,0.00
ES,ETH,1300,Unresolved,33,6,0,0.00
ES,ETH,1300,Unresolved,34,6,0,0.00
ES,ETH,1300,Unresolved,35,6,1,16.67
ES,ETH,1300,Unresolved,36,5,1,20.00
ES,ETH,1300,Unresolved,37,4,0,0.00
ES,ETH,1300,Unresolved,38,4,0,0.00
ES,ETH,1300,Unresolved,39,4,1,25.00
ES,ETH,1300,Unresolved,40,3,0,0.00
ES,ETH,1300,Unresolved,41,3,1,33.33
ES,ETH,1300,Unresolved,42,2,0,0.00
ES,ETH,1300,Unresolved,43,2,0,0.00
ES,ETH,1300,Unresolved,44,2,0,0.00
ES,ETH,1300,Unresolved,45,2,0,0.00
ES,ETH,1300,Unresolved,46,2,0,0.00
ES,ETH,1300,Unresolved,47,2,0,0.00
ES,ETH,1300,Unresolved,48,2,0,0.00
ES,ETH,1300,Unresolved,49,2,0,0.00
ES,ETH,1300,Unresolved,50,2,0,0.00
ES,ETH,1300,Unresolved,51,2,0,0.00
ES,ETH,1300,Unresolved,52,2,1,50.00
ES,ETH,1300,Unresolved,53,1,0,0.00
ES,ETH,1300,Unresolved,54,1,1,100.00
ES,ETH,1300,Degrading,3,23,10,43.48
ES,ETH,1300,Degrading,4,13,5,38.46
ES,ETH,1300,Degrading,5,8,2,25.00
ES,ETH,1300,Balance,4,4,1,25.00
ES,ETH,1300,Balance,5,3,2,66.67
ES,ETH,1300,Balance,6,1,0,0.00
ES,ETH,1300,Balance,7,1,1,100.00
ES,ETH,1300,Degrading,6,6,4,66.67
ES,ETH,1300,Directional,8,1,1,100.00
ES,ETH,1300,Degrading,7,2,1,50.00
ES,ETH,1300,Degrading,8,1,1,100.00
ES,ETH,1350,Unknown,1,1,0,0.00
ES,ETH,1350,Unknown,2,1,0,0.00
ES,ETH,1350,Unknown,3,1,0,0.00
ES,ETH,1350,Unknown,4,1,0,0.00
ES,ETH,1350,Unknown,5,1,1,100.00
ES,ETH,1350,Unresolved,1,142,46,32.39
ES,ETH,1350,Unresolved,2,96,21,21.88
ES,ETH,1350,Unresolved,3,75,9,12.00
ES,ETH,1350,Unresolved,4,66,10,15.15
ES,ETH,1350,Unresolved,5,56,11,19.64
ES,ETH,1350,Unresolved,6,45,7,15.56
ES,ETH,1350,Unresolved,7,38,5,13.16
ES,ETH,1350,Unresolved,8,33,5,15.15
ES,ETH,1350,Unresolved,9,28,5,17.86
ES,ETH,1350,Directional,1,35,17,48.57
ES,ETH,1350,Directional,2,18,6,33.33
ES,ETH,1350,Directional,3,12,4,33.33
ES,ETH,1350,Directional,4,8,4,50.00
ES,ETH,1350,Directional,5,4,2,50.00
ES,ETH,1350,Directional,6,2,0,0.00
ES,ETH,1350,Directional,7,2,1,50.00
ES,ETH,1350,Degrading,1,99,57,57.58
ES,ETH,1350,Degrading,2,42,19,45.24
ES,ETH,1350,Balance,1,76,47,61.84
ES,ETH,1350,Balance,2,29,18,62.07
ES,ETH,1350,Balance,3,11,7,63.64
ES,ETH,1350,Unresolved,10,23,0,0.00
ES,ETH,1350,Unresolved,11,23,2,8.70
ES,ETH,1350,Unresolved,12,21,2,9.52
ES,ETH,1350,Unresolved,13,19,1,5.26
ES,ETH,1350,Unresolved,14,18,0,0.00
ES,ETH,1350,Unresolved,15,18,1,5.56
ES,ETH,1350,Unresolved,16,17,1,5.88
ES,ETH,1350,Unresolved,17,16,1,6.25
ES,ETH,1350,Unresolved,18,15,1,6.67
ES,ETH,1350,Unresolved,19,14,1,7.14
ES,ETH,1350,Unresolved,20,13,1,7.69
ES,ETH,1350,Unresolved,21,12,2,16.67
ES,ETH,1350,Unresolved,22,10,1,10.00
ES,ETH,1350,Unresolved,23,9,0,0.00
ES,ETH,1350,Unresolved,24,9,0,0.00
ES,ETH,1350,Unresolved,25,9,1,11.11
ES,ETH,1350,Unresolved,26,8,0,0.00
ES,ETH,1350,Unresolved,27,8,0,0.00
ES,ETH,1350,Unresolved,28,8,0,0.00
ES,ETH,1350,Unresolved,29,8,0,0.00
ES,ETH,1350,Unresolved,30,8,1,12.50
ES,ETH,1350,Unresolved,31,7,1,14.29
ES,ETH,1350,Unresolved,32,6,0,0.00
ES,ETH,1350,Unresolved,33,6,0,0.00
ES,ETH,1350,Unresolved,34,6,0,0.00
ES,ETH,1350,Unresolved,35,6,1,16.67
ES,ETH,1350,Unresolved,36,5,1,20.00
ES,ETH,1350,Unresolved,37,4,0,0.00
ES,ETH,1350,Unresolved,38,4,0,0.00
ES,ETH,1350,Unresolved,39,4,1,25.00
ES,ETH,1350,Unresolved,40,3,0,0.00
ES,ETH,1350,Unresolved,41,3,1,33.33
ES,ETH,1350,Unresolved,42,2,0,0.00
ES,ETH,1350,Unresolved,43,2,0,0.00
ES,ETH,1350,Unresolved,44,2,0,0.00
ES,ETH,1350,Unresolved,45,2,0,0.00
ES,ETH,1350,Unresolved,46,2,0,0.00
ES,ETH,1350,Unresolved,47,2,0,0.00
ES,ETH,1350,Unresolved,48,2,0,0.00
ES,ETH,1350,Unresolved,49,2,0,0.00
ES,ETH,1350,Unresolved,50,2,0,0.00
ES,ETH,1350,Unresolved,51,2,0,0.00
ES,ETH,1350,Unresolved,52,2,1,50.00
ES,ETH,1350,Unresolved,53,1,0,0.00
ES,ETH,1350,Unresolved,54,1,1,100.00
ES,ETH,1350,Degrading,3,23,10,43.48
ES,ETH,1350,Degrading,4,13,5,38.46
ES,ETH,1350,Degrading,5,8,2,25.00
ES,ETH,1350,Balance,4,4,1,25.00
ES,ETH,1350,Balance,5,3,2,66.67
ES,ETH,1350,Balance,6,1,0,0.00
ES,ETH,1350,Balance,7,1,1,100.00
ES,ETH,1350,Degrading,6,6,4,66.67
ES,ETH,1350,Directional,8,1,1,100.00
ES,ETH,1350,Degrading,7,2,1,50.00
ES,ETH,1350,Degrading,8,1,1,100.00
