Instrument,SessionContext,TotalBars,State,RunLength,SurvivalCount,ExitCount,HazardProbability
ES,ETH,850,Unresolved,51,2,0,0.00
ES,ETH,850,Unresolved,52,2,1,50.00
ES,ETH,850,Unresolved,53,1,0,0.00
ES,ETH,850,Unresolved,54,1,1,100.00
ES,ETH,850,Degrading,3,17,8,47.06
ES,ETH,850,Degrading,4,9,3,33.33
ES,ETH,850,Degrading,5,6,2,33.33
ES,ETH,850,Balance,4,2,0,0.00
ES,ETH,850,Balance,5,2,1,50.00
ES,ETH,850,Balance,6,1,0,0.00
ES,ETH,850,Balance,7,1,1,100.00
ES,ETH,850,Degrading,6,4,2,50.00
ES,ETH,850,Directional,8,1,1,100.00
ES,ETH,850,Degrading,7,2,1,50.00
ES,ETH,850,Degrading,8,1,1,100.00
ES,ETH,900,Unknown,1,1,0,0.00
ES,ETH,900,Unknown,2,1,0,0.00
ES,ETH,900,Unknown,3,1,0,0.00
ES,ETH,900,Unknown,4,1,0,0.00
ES,ETH,900,Unknown,5,1,1,100.00
ES,ETH,900,Unresolved,1,92,30,32.61
ES,ETH,900,Unresolved,2,61,8,13.11
ES,ETH,900,Unresolved,3,53,7,13.21
ES,ETH,900,Unresolved,4,46,5,10.87
ES,ETH,900,Unresolved,5,41,9,21.95
ES,ETH,900,Unresolved,6,32,4,12.50
ES,ETH,900,Unresolved,7,28,3,10.71
ES,ETH,900,Unresolved,8,25,5,20.00
ES,ETH,900,Unresolved,9,20,4,20.00
ES,ETH,900,Directional,1,23,10,43.48
ES,ETH,900,Directional,2,13,5,38.46
ES,ETH,900,Directional,3,8,2,25.00
ES,ETH,900,Directional,4,6,3,50.00
ES,ETH,900,Directional,5,3,1,33.33
ES,ETH,900,Directional,6,2,0,0.00
ES,ETH,900,Directional,7,2,1,50.00
ES,ETH,900,Degrading,1,68,39,57.35
ES,ETH,900,Degrading,2,29,11,37.93
ES,ETH,900,Balance,1,41,26,63.41
ES,ETH,900,Balance,2,15,11,73.33
ES,ETH,900,Balance,3,4,2,50.00
ES,ETH,900,Unresolved,10,16,0,0.00
ES,ETH,900,Unresolved,11,16,2,12.50
ES,ETH,900,Unresolved,12,14,2,14.29
ES,ETH,900,Unresolved,13,12,1,8.33
ES,ETH,900,Unresolved,14,11,0,0.00
ES,ETH,900,Unresolved,15,11,1,9.09
ES,ETH,900,Unresolved,16,10,1,10.00
ES,ETH,900,Unresolved,17,9,0,0.00
ES,ETH,900,Unresolved,18,9,1,11.11
ES,ETH,900,Unresolved,19,8,1,12.50
ES,ETH,900,Unresolved,20,7,1,14.29
ES,ETH,900,Unresolved,21,6,1,16.67
ES,ETH,900,Unresolved,22,5,0,0.00
ES,ETH,900,Unresolved,23,5,0,0.00
ES,ETH,900,Unresolved,24,5,0,0.00
ES,ETH,900,Unresolved,25,5,0,0.00
ES,ETH,900,Unresolved,26,5,0,0.00
ES,ETH,900,Unresolved,27,5,0,0.00
ES,ETH,900,Unresolved,28,5,0,0.00
ES,ETH,900,Unresolved,29,5,0,0.00
ES,ETH,900,Unresolved,30,5,1,20.00
ES,ETH,900,Unresolved,31,4,0,0.00
ES,ETH,900,Unresolved,32,4,0,0.00
ES,ETH,900,Unresolved,33,4,0,0.00
ES,ETH,900,Unresolved,34,4,0,0.00
ES,ETH,900,Unresolved,35,4,1,25.00
ES,ETH,900,Unresolved,36,3,0,0.00
ES,ETH,900,Unresolved,37,3,0,0.00
ES,ETH,900,Unresolved,38,3,0,0.00
ES,ETH,900,Unresolved,39,3,1,33.33
ES,ETH,900,Unresolved,40,2,0,0.00
ES,ETH,900,Unresolved,41,2,0,0.00
ES,ETH,900,Unresolved,42,2,0,0.00
ES,ETH,900,Unresolved,43,2,0,0.00
ES,ETH,900,Unresolved,44,2,0,0.00
ES,ETH,900,Unresolved,45,2,0,0.00
ES,ETH,900,Unresolved,46,2,0,0.00
ES,ETH,900,Unresolved,47,2,0,0.00
ES,ETH,900,Unresolved,48,2,0,0.00
ES,ETH,900,Unresolved,49,2,0,0.00
ES,ETH,900,Unresolved,50,2,0,0.00
ES,ETH,900,Unresolved,51,2,0,0.00
ES,ETH,900,Unresolved,52,2,1,50.00
ES,ETH,900,Unresolved,53,1,0,0.00
ES,ETH,900,Unresolved,54,1,1,100.00
ES,ETH,900,Degrading,3,18,8,44.44
ES,ETH,900,Degrading,4,10,4,40.00
ES,ETH,900,Degrading,5,6,2,33.33
ES,ETH,900,Balance,4,2,0,0.00
ES,ETH,900,Balance,5,2,1,50.00
ES,ETH,900,Balance,6,1,0,0.00
ES,ETH,900,Balance,7,1,1,100.00
ES,ETH,900,Degrading,6,4,2,50.00
ES,ETH,900,Directional,8,1,1,100.00
ES,ETH,900,Degrading,7,2,1,50.00
ES,ETH,900,Degrading,8,1,1,100.00
ES,ETH,950,Unknown,1,1,0,0.00
ES,ETH,950,Unknown,2,1,0,0.00
ES,ETH,950,Unknown,3,1,0,0.00
ES,ETH,950,Unknown,4,1,0,0.00
ES,ETH,950,Unknown,5,1,1,100.00
ES,ETH,950,Unresolved,1,98,31,31.63
ES,ETH,950,Unresolved,2,67,10,14.93
ES,ETH,950,Unresolved,3,57,7,12.28
ES,ETH,950,Unresolved,4,50,7,14.00
ES,ETH,950,Unresolved,5,43,9,20.93
ES,ETH,950,Unresolved,6,34,5,14.71
ES,ETH,950,Unresolved,7,29,3,10.34
ES,ETH,950,Unresolved,8,26,5,19.23
ES,ETH,950,Unresolved,9,21,4,19.05
ES,ETH,950,Directional,1,24,10,41.67
ES,ETH,950,Directional,2,13,5,38.46
ES,ETH,950,Directional,3,8,2,25.00
ES,ETH,950,Directional,4,6,3,50.00
ES,ETH,950,Directional,5,3,1,33.33
ES,ETH,950,Directional,6,2,0,0.00
ES,ETH,950,Directional,7,2,1,50.00
ES,ETH,950,Degrading,1,73,40,54.79
ES,ETH,950,Degrading,2,33,15,45.45
ES,ETH,950,Balance,1,42,27,64.29
ES,ETH,950,Balance,2,15,11,73.33
ES,ETH,950,Balance,3,4,2,50.00
ES,ETH,950,Unresolved,10,17,0,0.00
ES,ETH,950,Unresolved,11,17,2,11.76
ES,ETH,950,Unresolved,12,15,2,13.33
ES,ETH,950,Unresolved,13,13,1,7.69
ES,ETH,950,Unresolved,14,12,0,0.00
ES,ETH,950,Unresolved,15,12,1,8.33
ES,ETH,950,Unresolved,16,11,1,9.09
ES,ETH,950,Unresolved,17,10,0,0.00
ES,ETH,950,Unresolved,18,10,1,10.00
ES,ETH,950,Unresolved,19,9,1,11.11
ES,ETH,950,Unresolved,20,8,1,12.50
ES,ETH,950,Unresolved,21,7,2,28.57
ES,ETH,950,Unresolved,22,5,0,0.00
ES,ETH,950,Unresolved,23,5,0,0.00
ES,ETH,950,Unresolved,24,5,0,0.00
ES,ETH,950,Unresolved,25,5,0,0.00
ES,ETH,950,Unresolved,26,5,0,0.00
ES,ETH,950,Unresolved,27,5,0,0.00
ES,ETH,950,Unresolved,28,5,0,0.00
ES,ETH,950,Unresolved,29,5,0,0.00
ES,ETH,950,Unresolved,30,5,1,20.00
ES,ETH,950,Unresolved,31,4,0,0.00
ES,ETH,950,Unresolved,32,4,0,0.00
ES,ETH,950,Unresolved,33,4,0,0.00
ES,ETH,950,Unresolved,34,4,0,0.00
ES,ETH,950,Unresolved,35,4,1,25.00
ES,ETH,950,Unresolved,36,3,0,0.00
ES,ETH,950,Unresolved,37,3,0,0.00
ES,ETH,950,Unresolved,38,3,0,0.00
ES,ETH,950,Unresolved,39,3,1,33.33
ES,ETH,950,Unresolved,40,2,0,0.00
ES,ETH,950,Unresolved,41,2,0,0.00
ES,ETH,950,Unresolved,42,2,0,0.00
ES,ETH,950,Unresolved,43,2,0,0.00
ES,ETH,950,Unresolved,44,2,0,0.00
ES,ETH,950,Unresolved,45,2,0,0.00
ES,ETH,950,Unresolved,46,2,0,0.00
ES,ETH,950,Unresolved,47,2,0,0.00
ES,ETH,950,Unresolved,48,2,0,0.00
ES,ETH,950,Unresolved,49,2,0,0.00
ES,ETH,950,Unresolved,50,2,0,0.00
ES,ETH,950,Unresolved,51,2,0,0.00
ES,ETH,950,Unresolved,52,2,1,50.00
ES,ETH,950,Unresolved,53,1,0,0.00
ES,ETH,950,Unresolved,54,1,1,100.00
ES,ETH,950,Degrading,3,18,8,44.44
ES,ETH,950,Degrading,4,10,4,40.00
ES,ETH,950,Degrading,5,6,2,33.33
ES,ETH,950,Balance,4,2,0,0.00
ES,ETH,950,Balance,5,2,1,50.00
ES,ETH,950,Balance,6,1,0,0.00
ES,ETH,950,Balance,7,1,1,100.00
ES,ETH,950,Degrading,6,4,2,50.00
ES,ETH,950,Directional,8,1,1,100.00
ES,ETH,950,Degrading,7,2,1,50.00
ES,ETH,950,Degrading,8,1,1,100.00
ES,ETH,1000,Unknown,1,1,0,0.00
ES,ETH,1000,Unknown,2,1,0,0.00
ES,ETH,1000,Unknown,3,1,0,0.00
ES,ETH,1000,Unknown,4,1,0,0.00
ES,ETH,1000,Unknown,5,1,1,100.00
ES,ETH,1000,Unresolved,1,107,36,33.64
ES,ETH,1000,Unresolved,2,71,10,14.08
ES,ETH,1000,Unresolved,3,61,8,13.11
ES,ETH,1000,Unresolved,4,53,7,13.21
ES,ETH,1000,Unresolved,5,46,11,23.91
ES,ETH,1000,Unresolved,6,35,5,14.29
ES,ETH,1000,Unresolved,7,30,4,13.33
ES,ETH,1000,Unresolved,8,26,5,19.23
ES,ETH,1000,Unresolved,9,21,4,19.05
ES,ETH,1000,Directional,1,24,10,41.67
ES,ETH,1000,Directional,2,14,5,35.71
ES,ETH,1000,Directional,3,9,2,22.22
ES,ETH,1000,Directional,4,7,4,57.14
ES,ETH,1000,Directional,5,3,1,33.33
ES,ETH,1000,Directional,6,2,0,0.00
ES,ETH,1000,Directional,7,2,1,50.00
ES,ETH,1000,Degrading,1,80,45,56.25
ES,ETH,1000,Degrading,2,35,16,45.71
ES,ETH,1000,Balance,1,50,32,64.00
ES,ETH,1000,Balance,2,17,11,64.71
ES,ETH,1000,Balance,3,6,4,66.67
ES,ETH,1000,Unresolved,10,17,0,0.00
ES,ETH,1000,Unresolved,11,17,2,11.76
ES,ETH,1000,Unresolved,12,15,2,13.33
ES,ETH,1000,Unresolved,13,13,1,7.69
ES,ETH,1000,Unresolved,14,12,0,0.00
ES,ETH,1000,Unresolved,15,12,1,8.33
ES,ETH,1000,Unresolved,16,11,1,9.09
ES,ETH,1000,Unresolved,17,10,0,0.00
ES,ETH,1000,Unresolved,18,10,1,10.00
ES,ETH,1000,Unresolved,19,9,1,11.11
ES,ETH,1000,Unresolved,20,8,1,12.50
ES,ETH,1000,Unresolved,21,7,2,28.57
ES,ETH,1000,Unresolved,22,5,0,0.00
ES,ETH,1000,Unresolved,23,5,0,0.00
ES,ETH,1000,Unresolved,24,5,0,0.00
ES,ETH,1000,Unresolved,25,5,0,0.00
ES,ETH,1000,Unresolved,26,5,0,0.00
ES,ETH,1000,Unresolved,27,5,0,0.00
ES,ETH,1000,Unresolved,28,5,0,0.00
ES,ETH,1000,Unresolved,29,5,0,0.00
ES,ETH,1000,Unresolved,30,5,1,20.00
ES,ETH,1000,Unresolved,31,4,0,0.00
ES,ETH,1000,Unresolved,32,4,0,0.00
ES,ETH,1000,Unresolved,33,4,0,0.00
ES,ETH,1000,Unresolved,34,4,0,0.00
ES,ETH,1000,Unresolved,35,4,1,25.00
ES,ETH,1000,Unresolved,36,3,0,0.00
ES,ETH,1000,Unresolved,37,3,0,0.00
ES,ETH,1000,Unresolved,38,3,0,0.00
ES,ETH,1000,Unresolved,39,3,1,33.33
ES,ETH,1000,Unresolved,40,2,0,0.00
ES,ETH,1000,Unresolved,41,2,0,0.00
ES,ETH,1000,Unresolved,42,2,0,0.00
ES,ETH,1000,Unresolved,43,2,0,0.00
ES,ETH,1000,Unresolved,44,2,0,0.00
ES,ETH,1000,Unresolved,45,2,0,0.00
ES,ETH,1000,Unresolved,46,2,0,0.00
ES,ETH,1000,Unresolved,47,2,0,0.00
ES,ETH,1000,Unresolved,48,2,0,0.00
ES,ETH,1000,Unresolved,49,2,0,0.00
ES,ETH,1000,Unresolved,50,2,0,0.00
ES,ETH,1000,Unresolved,51,2,0,0.00
ES,ETH,1000,Unresolved,52,2,1,50.00
ES,ETH,1000,Unresolved,53,1,0,0.00
ES,ETH,1000,Unresolved,54,1,1,100.00
ES,ETH,1000,Degrading,3,19,9,47.37
ES,ETH,1000,Degrading,4,10,4,40.00
ES,ETH,1000,Degrading,5,6,2,33.33
ES,ETH,1000,Balance,4,2,0,0.00
ES,ETH,1000,Balance,5,2,1,50.00
ES,ETH,1000,Balance,6,1,0,0.00
ES,ETH,1000,Balance,7,1,1,100.00
ES,ETH,1000,Degrading,6,4,2,50.00
ES,ETH,1000,Directional,8,1,1,100.00
ES,ETH,1000,Degrading,7,2,1,50.00
ES,ETH,1000,Degrading,8,1,1,100.00
ES,ETH,1050,Unknown,1,1,0,0.00
ES,ETH,1050,Unknown,2,1,0,0.00
ES,ETH,1050,Unknown,3,1,0,0.00
ES,ETH,1050,Unknown,4,1,0,0.00
ES,ETH,1050,Unknown,5,1,1,100.00
ES,ETH,1050,Unresolved,1,113,37,32.74
ES,ETH,1050,Unresolved,2,76,11,14.47
ES,ETH,1050,Unresolved,3,65,8,12.31
ES,ETH,1050,Unresolved,4,57,9,15.79
ES,ETH,1050,Unresolved,5,48,11,22.92
ES,ETH,1050,Unresolved,6,37,5,13.51
ES,ETH,1050,Unresolved,7,32,4,12.50
ES,ETH,1050,Unresolved,8,28,5,17.86
ES,ETH,1050,Unresolved,9,23,5,21.74
ES,ETH,1050,Directional,1,24,10,41.67
ES,ETH,1050,Directional,2,14,5,35.71
ES,ETH,1050,Directional,3,9,2,22.22
ES,ETH,1050,Directional,4,7,4,57.14
ES,ETH,1050,Directional,5,3,1,33.33
ES,ETH,1050,Directional,6,2,0,0.00
ES,ETH,1050,Directional,7,2,1,50.00
ES,ETH,1050,Degrading,1,81,46,56.79
ES,ETH,1050,Degrading,2,35,16,45.71
ES,ETH,1050,Balance,1,55,35,63.64
ES,ETH,1050,Balance,2,20,14,70.00
ES,ETH,1050,Balance,3,6,4,66.67
ES,ETH,1050,Unresolved,10,18,0,0.00
ES,ETH,1050,Unresolved,11,18,2,11.11
ES,ETH,1050,Unresolved,12,16,2,12.50
ES,ETH,1050,Unresolved,13,14,1,7.14
ES,ETH,1050,Unresolved,14,13,0,0.00
ES,ETH,1050,Unresolved,15,13,1,7.69
ES,ETH,1050,Unresolved,16,12,1,8.33
ES,ETH,1050,Unresolved,17,11,0,0.00
ES,ETH,1050,Unresolved,18,11,1,9.09
ES,ETH,1050,Unresolved,19,10,1,10.00
ES,ETH,1050,Unresolved,20,9,1,11.11
ES,ETH,1050,Unresolved,21,8,2,25.00
ES,ETH,1050,Unresolved,22,5,0,0.00
ES,ETH,1050,Unresolved,23,5,0,0.00
ES,ETH,1050,Unresolved,24,5,0,0.00
ES,ETH,1050,Unresolved,25,5,0,0.00
ES,ETH,1050,Unresolved,26,5,0,0.00
ES,ETH,1050,Unresolved,27,5,0,0.00
ES,ETH,1050,Unresolved,28,5,0,0.00
ES,ETH,1050,Unresolved,29,5,0,0.00
ES,ETH,1050,Unresolved,30,5,1,20.00
ES,ETH,1050,Unresolved,31,4,0,0.00
ES,ETH,1050,Unresolved,32,4,0,0.00
ES,ETH,1050,Unresolved,33,4,0,0.00
ES,ETH,1050,Unresolved,34,4,0,0.00
ES,ETH,1050,Unresolved,35,4,1,25.00
ES,ETH,1050,Unresolved,36,3,0,0.00
ES,ETH,1050,Unresolved,37,3,0,0.00
ES,ETH,1050,Unresolved,38,3,0,0.00
ES,ETH,1050,Unresolved,39,3,1,33.33
ES,ETH,1050,Unresolved,40,2,0,0.00
ES,ETH,1050,Unresolved,41,2,0,0.00
ES,ETH,1050,Unresolved,42,2,0,0.00
ES,ETH,1050,Unresolved,43,2,0,0.00
ES,ETH,1050,Unresolved,44,2,0,0.00
ES,ETH,1050,Unresolved,45,2,0,0.00
ES,ETH,1050,Unresolved,46,2,0,0.00
ES,ETH,1050,Unresolved,47,2,0,0.00
ES,ETH,1050,Unresolved,48,2,0,0.00
ES,ETH,1050,Unresolved,49,2,0,0.00
ES,ETH,1050,Unresolved,50,2,0,0.00
ES,ETH,1050,Unresolved,51,2,0,0.00
ES,ETH,1050,Unresolved,52,2,1,50.00
ES,ETH,1050,Unresolved,53,1,0,0.00
ES,ETH,1050,Unresolved,54,1,1,100.00
ES,ETH,1050,Degrading,3,19,9,47.37
ES,ETH,1050,Degrading,4,10,4,40.00
ES,ETH,1050,Degrading,5,6,2,33.33
ES,ETH,1050,Balance,4,2,0,0.00
ES,ETH,1050,Balance,5,2,1,50.00
ES,ETH,1050,Balance,6,1,0,0.00
ES,ETH,1050,Balance,7,1,1,100.00
ES,ETH,1050,Degrading,6,4,2,50.00
ES,ETH,1050,Directional,8,1,1,100.00
ES,ETH,1050,Degrading,7,2,1,50.00
ES,ETH,1050,Degrading,8,1,1,100.00
ES,ETH,1100,Unknown,1,1,0,0.00
ES,ETH,1100,Unknown,2,1,0,0.00
ES,ETH,1100,Unknown,3,1,0,0.00
ES,ETH,1100,Unknown,4,1,0,0.00
ES,ETH,1100,Unknown,5,1,1,100.00
ES,ETH,1100,Unresolved,1,118,37,31.36
ES,ETH,1100,Unresolved,2,81,14,17.28
ES,ETH,1100,Unresolved,3,67,8,11.94
ES,ETH,1100,Unresolved,4,59,9,15.25
ES,ETH,1100,Unresolved,5,50,11,22.00
ES,ETH,1100,Unresolved,6,39,6,15.38
ES,ETH,1100,Unresolved,7,33,5,15.15
ES,ETH,1100,Unresolved,8,28,5,17.86
ES,ETH,1100,Unresolved,9,23,5,21.74
ES,ETH,1100,Directional,1,29,12,41.38
ES,ETH,1100,Directional,2,17,6,35.29
ES,ETH,1100,Directional,3,11,4,36.36
ES,ETH,1100,Directional,4,7,4,57.14
ES,ETH,1100,Directional,5,3,1,33.33
ES,ETH,1100,Directional,6,2,0,0.00
ES,ETH,1100,Directional,7,2,1,50.00
ES,ETH,1100,Degrading,1,85,48,56.47
ES,ETH,1100,Degrading,2,37,16,43.24
ES,ETH,1100,Balance,1,59,38,64.41
ES,ETH,1100,Balance,2,21,14,66.67
ES,ETH,1100,Balance,3,7,4,57.14
ES,ETH,1100,Unresolved,10,18,0,0.00
ES,ETH,1100,Unresolved,11,18,2,11.11
ES,ETH,1100,Unresolved,12,16,2,12.50
ES,ETH,1100,Unresolved,13,14,1,7.14
ES,ETH,1100,Unresolved,14,13,0,0.00
ES,ETH,1100,Unresolved,15,13,1,7.69
ES,ETH,1100,Unresolved,16,12,1,8.33
ES,ETH,1100,Unresolved,17,11,0,0.00
ES,ETH,1100,Unresolved,18,11,1,9.09
ES,ETH,1100,Unresolved,19,10,1,10.00
ES,ETH,1100,Unresolved,20,9,1,11.11
ES,ETH,1100,Unresolved,21,8,2,25.00
ES,ETH,1100,Unresolved,22,6,0,0.00
ES,ETH,1100,Unresolved,23,6,0,0.00
ES,ETH,1100,Unresolved,24,6,0,0.00
ES,ETH,1100,Unresolved,25,6,1,16.67
ES,ETH,1100,Unresolved,26,5,0,0.00
ES,ETH,1100,Unresolved,27,5,0,0.00
ES,ETH,1100,Unresolved,28,5,0,0.00
ES,ETH,1100,Unresolved,29,5,0,0.00
ES,ETH,1100,Unresolved,30,5,1,20.00
ES,ETH,1100,Unresolved,31,4,0,0.00
ES,ETH,1100,Unresolved,32,4,0,0.00
ES,ETH,1100,Unresolved,33,4,0,0.00
ES,ETH,1100,Unresolved,34,4,0,0.00
ES,ETH,1100,Unresolved,35,4,1,25.00
ES,ETH,1100,Unresolved,36,3,0,0.00
ES,ETH,1100,Unresolved,37,3,0,0.00
ES,ETH,1100,Unresolved,38,3,0,0.00
ES,ETH,1100,Unresolved,39,3,1,33.33
ES,ETH,1100,Unresolved,40,2,0,0.00
ES,ETH,1100,Unresolved,41,2,0,0.00
ES,ETH,1100,Unresolved,42,2,0,0.00
ES,ETH,1100,Unresolved,43,2,0,0.00
ES,ETH,1100,Unresolved,44,2,0,0.00
ES,ETH,1100,Unresolved,45,2,0,0.00
ES,ETH,1100,Unresolved,46,2,0,0.00
ES,ETH,1100,Unresolved,47,2,0,0.00
ES,ETH,1100,Unresolved,48,2,0,0.00
ES,ETH,1100,Unresolved,49,2,0,0.00
ES,ETH,1100,Unresolved,50,2,0,0.00
ES,ETH,1100,Unresolved,51,2,0,0.00
ES,ETH,1100,Unresolved,52,2,1,50.00
ES,ETH,1100,Unresolved,53,1,0,0.00
ES,ETH,1100,Unresolved,54,1,1,100.00
ES,ETH,1100,Degrading,3,21,10,47.62
ES,ETH,1100,Degrading,4,11,4,36.36
ES,ETH,1100,Degrading,5,7,2,28.57
ES,ETH,1100,Balance,4,2,0,0.00
ES,ETH,1100,Balance,5,2,1,50.00
ES,ETH,1100,Balance,6,1,0,0.00
ES,ETH,1100,Balance,7,1,1,100.00
ES,ETH,1100,Degrading,6,5,3,60.00
ES,ETH,1100,Directional,8,1,1,100.00
ES,ETH,1100,Degrading,7,2,1,50.00
ES,ETH,1100,Degrading,8,1,1,100.00
ES,ETH,1150,Unknown,1,1,0,0.00
ES,ETH,1150,Unknown,2,1,0,0.00
ES,ETH,1150,Unknown,3,1,0,0.00
ES,ETH,1150,Unknown,4,1,0,0.00
ES,ETH,1150,Unknown,5,1,1,100.00
ES,ETH,1150,Unresolved,1,123,37,30.08
ES,ETH,1150,Unresolved,2,86,17,19.77
ES,ETH,1150,Unresolved,3,69,8,11.59
ES,ETH,1150,Unresolved,4,61,9,14.75
ES,ETH,1150,Unresolved,5,52,11,21.15
ES,ETH,1150,Unresolved,6,41,7,17.07
ES,ETH,1150,Unresolved,7,34,5,14.71
ES,ETH,1150,Unresolved,8,29,5,17.24
ES,ETH,1150,Unresolved,9,24,5,20.83
ES,ETH,1150,Directional,1,29,12,41.38
ES,ETH,1150,Directional,2,17,6,35.29
ES,ETH,1150,Directional,3,11,4,36.36
ES,ETH,1150,Directional,4,7,4,57.14
ES,ETH,1150,Directional,5,3,1,33.33
ES,ETH,1150,Directional,6,2,0,0.00
ES,ETH,1150,Directional,7,2,1,50.00
ES,ETH,1150,Degrading,1,87,50,57.47
ES,ETH,1150,Degrading,2,37,16,43.24
ES,ETH,1150,Balance,1,63,39,61.90
ES,ETH,1150,Balance,2,24,17,70.83
ES,ETH,1150,Balance,3,7,4,57.14
ES,ETH,1150,Unresolved,10,19,0,0.00
ES,ETH,1150,Unresolved,11,19,2,10.53
ES,ETH,1150,Unresolved,12,17,2,11.76
ES,ETH,1150,Unresolved,13,15,1,6.67
ES,ETH,1150,Unresolved,14,14,0,0.00
ES,ETH,1150,Unresolved,15,14,1,7.14
ES,ETH,1150,Unresolved,16,13,1,7.69
ES,ETH,1150,Unresolved,17,12,0,0.00
ES,ETH,1150,Unresolved,18,12,1,8.33
ES,ETH,1150,Unresolved,19,11,1,9.09
ES,ETH,1150,Unresolved,20,10,1,10.00
ES,ETH,1150,Unresolved,21,9,2,22.22
ES,ETH,1150,Unresolved,22,7,0,0.00
ES,ETH,1150,Unresolved,23,7,0,0.00
ES,ETH,1150,Unresolved,24,7,0,0.00
ES,ETH,1150,Unresolved,25,7,1,14.29
ES,ETH,1150,Unresolved,26,6,0,0.00
ES,ETH,1150,Unresolved,27,6,0,0.00
ES,ETH,1150,Unresolved,28,6,0,0.00
ES,ETH,1150,Unresolved,29,5,0,0.00
ES,ETH,1150,Unresolved,30,5,1,20.00
ES,ETH,1150,Unresolved,31,4,0,0.00
ES,ETH,1150,Unresolved,32,4,0,0.00
ES,ETH,1150,Unresolved,33,4,0,0.00
ES,ETH,1150,Unresolved,34,4,0,0.00
ES,ETH,1150,Unresolved,35,4,1,25.00
ES,ETH,1150,Unresolved,36,3,0,0.00
ES,ETH,1150,Unresolved,37,3,0,0.00
ES,ETH,1150,Unresolved,38,3,0,0.00
ES,ETH,1150,Unresolved,39,3,1,33.33
ES,ETH,1150,Unresolved,40,2,0,0.00
ES,ETH,1150,Unresolved,41,2,0,0.00
ES,ETH,1150,Unresolved,42,2,0,0.00
ES,ETH,1150,Unresolved,43,2,0,0.00
ES,ETH,1150,Unresolved,44,2,0,0.00
ES,ETH,1150,Unresolved,45,2,0,0.00
ES,ETH,1150,Unresolved,46,2,0,0.00
ES,ETH,1150,Unresolved,47,2,0,0.00
ES,ETH,1150,Unresolved,48,2,0,0.00
ES,ETH,1150,Unresolved,49,2,0,0.00
ES,ETH,1150,Unresolved,50,2,0,0.00
ES,ETH,1150,Unresolved,51,2,0,0.00
ES,ETH,1150,Unresolved,52,2,1,50.00
ES,ETH,1150,Unresolved,53,1,0,0.00
ES,ETH,1150,Unresolved,54,1,1,100.00
ES,ETH,1150,Degrading,3,21,10,47.62
ES,ETH,1150,Degrading,4,11,4,36.36
ES,ETH,1150,Degrading,5,7,2,28.57
ES,ETH,1150,Balance,4,3,1,33.33
ES,ETH,1150,Balance,5,2,1,50.00
ES,ETH,1150,Balance,6,1,0,0.00
ES,ETH,1150,Balance,7,1,1,100.00
ES,ETH,1150,Degrading,6,5,3,60.00
ES,ETH,1150,Directional,8,1,1,100.00
ES,ETH,1150,Degrading,7,2,1,50.00
ES,ETH,1150,Degrading,8,1,1,100.00
ES,ETH,1200,Unknown,1,1,0,0.00
ES,ETH,1200,Unknown,2,1,0,0.00
ES,ETH,1200,Unknown,3,1,0,0.00
ES,ETH,1200,Unknown,4,1,0,0.00
ES,ETH,1200,Unknown,5,1,1,100.00
ES,ETH,1200,Unresolved,1,129,40,31.01
ES,ETH,1200,Unresolved,2,89,19,21.35
ES,ETH,1200,Unresolved,3,70,8,11.43
ES,ETH,1200,Unresolved,4,62,9,14.52
ES,ETH,1200,Unresolved,5,53,11,20.75
ES,ETH,1200,Unresolved,6,42,7,16.67
ES,ETH,1200,Unresolved,7,35,5,14.29
ES,ETH,1200,Unresolved,8,30,5,16.67
ES,ETH,1200,Unresolved,9,25,5,20.00
ES,ETH,1200,Directional,1,29,12,41.38
ES,ETH,1200,Directional,2,17,6,35.29
ES,ETH,1200,Directional,3,11,4,36.36
ES,ETH,1200,Directional,4,7,4,57.14
ES,ETH,1200,Directional,5,3,1,33.33
ES,ETH,1200,Directional,6,2,0,0.00
ES,ETH,1200,Directional,7,2,1,50.00
ES,ETH,1200,Degrading,1,90,51,56.67
ES,ETH,1200,Degrading,2,39,17,43.59
ES,ETH,1200,Balance,1,70,44,62.86
ES,ETH,1200,Balance,2,26,18,69.23
ES,ETH,1200,Balance,3,8,4,50.00
ES,ETH,1200,Unresolved,10,19,0,0.00
ES,ETH,1200,Unresolved,11,19,2,10.53
ES,ETH,1200,Unresolved,12,17,2,11.76
ES,ETH,1200,Unresolved,13,15,1,6.67
ES,ETH,1200,Unresolved,14,14,0,0.00
ES,ETH,1200,Unresolved,15,14,1,7.14
ES,ETH,1200,Unresolved,16,13,1,7.69
ES,ETH,1200,Unresolved,17,12,0,0.00
ES,ETH,1200,Unresolved,18,12,1,8.33
ES,ETH,1200,Unresolved,19,11,1,9.09
ES,ETH,1200,Unresolved,20,10,1,10.00
ES,ETH,1200,Unresolved,21,9,2,22.22
ES,ETH,1200,Unresolved,22,7,0,0.00
ES,ETH,1200,Unresolved,23,7,0,0.00
ES,ETH,1200,Unresolved,24,7,0,0.00
ES,ETH,1200,Unresolved,25,7,1,14.29
ES,ETH,1200,Unresolved,26,6,0,0.00
ES,ETH,1200,Unresolved,27,6,0,0.00
ES,ETH,1200,Unresolved,28,6,0,0.00
ES,ETH,1200,Unresolved,29,6,0,0.00
ES,ETH,1200,Unresolved,30,6,1,16.67
ES,ETH,1200,Unresolved,31,5,0,0.00
